id,string
33,"kɐ͡ɪ̯lkɐ bole, t̪ɐmɐn ɐkɐʃ bole ɪʲɐ ho͡ɪ̯be।"
34,"e͡ɪ̯ ɟonne ɔneke ko͡ɪ̯ce ɟe, ɛk bɔcoɾeɾ kʰɐbɐɾ moɟut̪ ɾɐkʰɐɾ ɟonne।"
35,<> ɐllɐ!
36,"ɾoɟɐ ponoɾo d̪ɪnot̪o, kʰɐbɐɾ kɪcu moɟut̪ ɾɐkʰɐɾ ɟonne।"
37,ʃɔɾkɐɾe?
38,"ʃɔɾkɐɾ nɐ, bɪbʱɪnno ɟɔne bolt̪ece ɐɾ kɪ।"
39,"d̪ʱuɾ, o͡ɪ̯gɔlɐ kɔt̪ɐ ko͡ɪ̯ʃ nɐ, ʃɔɾkɐɾ <>"
40,"ʃɔɾkɐɾe d̪ee̯ nɐ͡ɪ̯ <> e͡ɪ̯ ʃono, ɛkon e͡ɪ̯ ɟe, bɔɾt̪omɐneɾ ɟug।"
41,"ɟɐmɾɐ moɟut̪ ɾɐkʰe, t̪ɐmɾɐe̯ ɛkon kʰɐbɐɾ pɐe̯ nɐ।"
42,e͡ɪ̯tɐe̯ ɟɐnɪ ɾɐko।
43,"ʃe͡ɪ̯tɐ t̪o pɐe̯ nɐ, kɪnt̪u ɔneke͡ɪ̯ ko͡ɪ̯ce ɐɾ kɪ, ɟe ʃukɾobɐɾ, pot̪ʰom ɾɔmoɟɐn ʃukɾobɐɾ, "
44,"ɛktɐ cɪhon d̪ekʰɐ gelo ɐkɐʃt̪ e͡ɪ̯tɐ ho͡ɪ̯lo  d̪uɾbʱokkʰeɾ ɛktɐ lɔkkʰon, etɐ hɔɟoɾɔt̪o mohɐmd"
45,"ʃokoɾbɐɾ, ʃokoɾbɐɾ t̪o poɾbe bɐɟɔt̪ ɟɪbɔne ɾɔmoɟɐn ʃokɾobɐɾe pɔɾe nɐ͡ɪ̯।"
46,<> po͡ɪ̯ɽccʰe t̪o ʃol t̪ɐɾɪkʰ।
47,poɽcʰe t̪o।
48,<> poneɾo t̪ɐɾɪkʰ poɾbe nɐ ʃukɾobɐɾ।
49,ʃolo t̪ɐɾɪk ʃolo।
50,ʃolo t̪ɐɾɪk koɾben?
51,"ho,et̪ɪ pot̪om ɾɔmoɟɐn ʃukɾobɐɾ ho͡ɪ̯lo nɐ?"
52,t̪ɐ͡ɪ̯le mɐɟeɾ ɾɔmoɟɐno ʃukɾobɐɾ ɐ͡ɪ̯ʃe।
53,"mɐɟeɾ, put̪ɪd̪ɪn t̪o koɾt̪e ɐcɪ, ʃukɾobɐɾ t̪o, <> ɐɾe mɐɟeɾ ɾɔmoɟɐneɾ kɔt̪ɐ ko͡ɪ̯ce।"
54,mɐɟeɾ ɾɔmoɟɐn ponoɾo pɐɾ ho͡ɪ̯le?
55,"hɔ,h।"
56,"ʃolo ɾoɟɐ, ʃe͡ɪ̯tɐ ʃukɾobɐɾ poɽbe?"
57,"e͡ɪ̯ t̪o ɐgeɾ belɐ͡o̯, e͡ɪ̯ mok dɐkpɐɾ nɐgoce, mu͡ɪ̯ kɔ͡o̯, oɾe ɐllɐ!etɐ ʃɔbɐ͡ɪ̯ d̪ekce, ʃɔb"
58,ʃɔbɐɾ coke poɽbe।
59,"<> e͡ɪ̯gɔlɐ ʃono, moʃɔɾmɐnok e͡ɪ̯gɔlɐ kɪcu koʷɐ ɟɐbɐnnɐe̯, ɟɐɾ kɐɾon,"
60,"o͡ɪ̯ ɟe, ɛkbɐɾ ho͡ɪ̯lo cɐ̃d̪eɾ mɔd̪d̪e kɪ?"
61,oɾe ɐllɐ!
62,o͡ɪ̯ ɟe ʃɐ͡ɪ̯d̪ɪ boʃɪ ɐce।
63,e͡ɪ̯gɔlɐ koʷɐ ɟɐe̯ nɐ।
64,"t̪ɐ͡ɪ̯ ɟe ɛkbɐɾe nɐpʰɔɾmɐnɪ, ɟɐmɾɐ e͡ɪ̯tɐ bɪʃʃɐʃ ko͡ɪ̯ɾbe।"
65,e͡ɪ̯tɐ bɔlɐ ɟɐbe nɐ।
66,"ɐɾe otɐ ɛktɐ, bʱuʲɐ ɛktɐ ɪʲɐ͡o̯ ɾɔtɐ͡ɪ̯cʰɪlo।"
67,o͡ɪ̯ɟe ʃɐ͡ɪ̯d̪ɪ pɐgoɾɪ d̪ɪʲɐ boʃɪ ɐce।
68,o͡ɪ̯ ɟe ɐt̪oʷɐɾ ɐcʰɪlo nɐ?
69,moɾ ʃɐt̪e e͡ɪ̯ ɟe kɐɟɪʲɐ e͡ɪ̯kʰɐn nɪʲɐ।
70,kɔe̯ kɪ?
71,"kɔe̯ bole, ɐʃole o͡ɪ̯tɐ ʃɐ͡ɪ̯d̪ɪ।"
72,bole t̪u͡ɪ̯ moʃolmɐne noʷɐ͡ɪ̯ʃ।
73,"<> ɐllɐɾ kɐce ɐɾɐd̪onɐ koɾɪ ɐɾ, mɔʲnɐ kote gelo?"
74,ɐllɐ ɟe kɪ koɾbe!
75,ɐce ode।
76,"kɛmon, ɐllɐe̯ ɟod̪ɪ ɪmɐn ɐmɐne ɟod̪ɪ mɾɪt̪t̪u kɔɾɐe̯, ʃe͡ɪ̯tɐ ɐllɐɾ kɐce bɪʃɐl।"
77,ʃe <> bɪʲɐ koɾce?
78,"ho, ɐɟhɐɾ bɪʲɐ koɾce, pʰɪɾ cʰɐ͡o̯ʷɐ ho͡ɪ̯ce uʲɐɾ।"
79,"ɐɟhɐɾ bɪʲɐ koɾce pʰɪɾ moɾe ho͡ɪ̯lo ɪʲɛk d̪ʱɔn, moɾ o͡ɪ̯ ɟɛtɐt̪o bo͡ɪ̯neɾ bɪʲɐ hɔe̯ nɐ͡"
80,"t̪ɐɾe nɔnd̪ok bɪʲɐ koɾce, d̪ɛkco mu͡ɪ̯।"
81,"o͡ɪ̯ ɟe, omɐɾ bɐɽɪt̪o ɟe ɐcʰɪlo।"
82,ɐɾe omɐɾ bɐɽɪt̪o noʷɐe̯।
83,ɐɾe kon ɐt̪oʷɐɾeɾ kɔt̪ɐ kon?
84,ete ɟe pʰɐɾɐmot̪ ɐcʰɪlo।
85,"ho, ʃe͡ɪ̯ ɐt̪oʷɐɾeɾ kɔt̪ɐ kon nɐ <> nɐ,nɐ o͡ɪ̯ ɪcɐkɐt̪puɾeɾ ɐt̪oʷɐɾ।"
86,"o, ʃe͡ɪ̯ ɐt̪oʷɐɾ bɪʲɐ koɾe nɐ͡ɪ̯।"
87,"bɪʲɐ koɾce, dɪbʱoʃ ho͡ɪ̯ce, ɐbɐɾ"
88,"e͡ɪ̯ŋkɐe̯ ɪcɐkɐt̪puɾeɾ ɐt̪oʷɐɾ, ɪcɐkɐt̪puɾ ɐt̪oʷɐɾ।"
89,"elɐ o͡ɪ̯ ɟe, uʲɛɾ cɐcot̪o bʱɐ͡ɪ̯, ɟɛtɐt̪o bʱɐ͡ɪ̯, ɟɛtɐt̪o bʱɐ͡ɪ̯, ɟɛtɐt̪o bʱɐ͡ɪ̯, ɟ"
90,o͡ɪ̯ ɐt̪oʷɐɾeɾ ʃɐt̪e uʲɛɾ mɪle nɐ͡ɪ̯।
91,"nɐ go, ɟɐ͡ɪ̯।"
92,ɐ͡ɪ̯ɟkɐ kɪ kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ kɪ koɾce?
93,"ɐ͡ɪ̯ɟkɐ ho͡ɪ̯lo dɐ͡ɪ̯l, dɪm, dɐ͡ɪ̯l, ɐbɐɾ pʰɪɾ bʱɔt̪t̪ɐ-tɔt̪t̪ɐ, mɐc ɐce।"
94,kɪnt̪u ʃɪnd̪ɛe̯ t̪o o͡ɪ̯ dɪm-dɐ͡ɪ̯l ɐɾ
95,"e͡o̯ t̪o, cɐcɪ ɾoɟɐ t̪ʰɐke nɐ?"
96,"nɐ, ʃo͡ɪ̯nd̪ɛt̪o, ɐɾ ɾɐ͡ɪ̯t̪o, ʃɪheɾɪɾ ʃɔmɐe̯, ʃɪheɾɪɾ ʃɔmɐe̯, cɐcɪ ɾoɟɐ t̪ʰɐke nɐ?"
97,"hum, t̪ʰɐke।"
98,ɾoɟɐ t̪ʰɐ͡ɪ̯kpɐnnɐe̯?
99,"sɪheɾɪɾ ʃɔmɐe̯ ɛkbɐɾ e͡o̯ koɾɪm, bɐ͡ɪ̯gon o͡ɪ̯gɔlɐ bʱɐɟɪm, dɪm bʱɐɟɪm।"
100,"o͡ɪ̯ ɟe, ge͡ɪ̯ce ɾo͡ɪ̯।"
101,"kɐ͡ɪ̯lkɐ mɐc ɐnd̪ɪm, lɐ͡u̯ d̪ɪʲɐ।"
102,lɐ͡u̯konɐ kɐ͡ɪ̯tpɐɾ nɐ͡ɪ̯gbe।
103,"o͡ɪ̯, pʰɪɾd̪uʃɪɾ mɐ͡o̯ lɐ͡u̯ d̪ɪʲɐ ɐcce, o͡ɪ̯kʰɐn ɐnd̪ɪbɐɾ k't̪o।"
104,kɛ ɾe͡ɪ̯?
105,"pʰɪɾd̪uʃɪɾ mɐ͡o̯ kɐ͡ɪ̯lkɐe̯ nɪʲɐ ɟɐbe, nɐ ɐ͡ɪ̯ɟkɐe̯ nɪʲɐ ɟɐ͡ɪ̯be?"
106,mɐc nɐ͡ɪ̯?
107,lɐ͡u̯ kʰɐbɐnnɐe̯।
108,mɐc nɪʲɐ ɐ͡ɪ̯ʃo hɐp keɟɪ ɟɐʲɐ।
109,"kɐ͡ɪ̯lkɐ mok nɪʲɐ ɟɐbɐɾ ko͡ɪ̯lo, mu͡ɪ̯ konuŋ, mɐc t̪ʰu͡ɪ̯coŋ, mu͡ɪ̯ kɔŋ mɐ͡ɪ̯nʃok d̪e͡o̯"
110,lɐ͡u̯?
111,lɐ͡u̯ kʰɐn?
112,lɐ͡u̯ nɐ͡ɪ̯ t̪o।
113,<> ɔ͡ɪ̯konnɐe̯ mu͡ɪ̯ nɪʲɐ genu hɔe̯।
114,lɐ͡u̯ kʰɐn t̪oɾɐ?
115,mɐc t̪ʰu͡ɪ̯coŋ।
116,kʰɐe̯ nɐ?
117,"ɐmɐke bolle, lɐ͡u̯ ɐnɐ lɐgbe।"
118,"lɐ͡u̯, ʃɐd̪eɾ lɐ͡u̯।"
119,o͡ɪ̯ mɪnuɾ mɐ͡o̯'ɾo lɐ͡u̯ ɐce।
120,o͡ɪ̯ ɐnd̪ɪle mu͡ɪ̯ omɐɾ t̪ʰɐkɪ nɪʲɐ ɟɐ͡ɪ̯m।
121,omɐɾ lɐ͡u̯ ʃeɟe nɐ।
122,"ebɐɾ lɐ͡u̯ pʰɪɾ 

d̪ekʰo t̪o kɔʲtɐ bɐɟe?"
123,"<>

bɪcɪɾ mɐɾ lɐ͡u̯ pʰɪɾ gulgule hɔʲɐ ɟɐe̯।"
124,ʃɐɽe cɐ͡ɪ̯ɾte bɐɟe।
125,"<>

ɛkke <> ho͡ɪ̯le͡o̯ gulgule, ɛkke pɔcɐ ho͡ɪ̯le͡o̯ ɐɾo gulgule।"
126,e͡ɪ̯lle ɟɐt̪ nɐ͡u̯ noʷɐe̯?
127,"mu͡ɪ̯ o͡ɪ̯ mɐcʰ, o͡ɪ̯ lɐ͡u̯ʲeɾ ɟonne mɐcʰ bɐ͡ɪ̯ɾ kɔɾom nɐ ɟe kɐ͡ɪ̯lke mu͡ɪ̯ lɐ͡u̯ lɐ͡u"
128,kode t̪ʰɐkɪ lɐ͡u̯ nɪben?
129,kɐɾ lɐ͡u̯?
130,moɾ bʱɐ͡ɪ̯te e͡ɪ̯ kɔʲd̪ɪn ɐcʰɪlo।
131,mɐcʰ kenɐ nɐge nɐ͡ɪ̯।
132,"kɛ kode t̪ʰekɪ <>

ɐɟ kɔt̪od̪ɪn t̪ʰekɪ kɪnbe?"
133,oɾe ɐllɐh!
134,o͡ɪ̯ ɟe ceʲɐɾmenok bɪɟɪ ɾɐkʰcʰe।
135,ɛkbɐɾe ɛk mon koɾɪ ɐncʰɪlo।
136,ɐd̪ʱ mon koɾɪ ɐncʰɪlo।
137,ɟe ɛkʰonɐ ho͡ɪ̯lo cʰɔʲtɐ bɐɾo t̪eɾokʰen lɐ͡u̯ʲe d̪ʱoɾcʰe ɐgeɾ cʰɔʲtɐ।
138,"ɐɾo pɐʃtɐ <>

e͡ɪ̯ ɟe ʃɐg ɟe bɐcʰɪlo, ʃɐg d̪eho pɐt̪ɐ kɔt̪okonɐ, dɐtɐgule d̪eho kɔt̪ogule?"
139,"<>
obɐɾ bɐɾo t̪eɾdɐ d̪ʱoɾcʰɪlo।"
140,"<>
e͡ɪ̯ gɐcʰe d̪ʱoɾcʰe cʰɔʲtɐ।"
141,hɐmɾɐ ɛkd̪ɪn ɛktɐ kʰɐcʰɪ।
142,e͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯͡e̯
143,"et̪ɪ ɾe <>

pʰɪɾ eɾ pʰɪɾ mɪcʰɐ kɔt̪ɐ ʃunɪʲe hɔe̯ e͡o̯ hɔe̯ kɔʲd̪ɪn d̪ecʰe।"
144,"<>
kɐe̯?"
145,"<>
kʰɐbɐɾ ko͡ɪ̯cʰom।"
146,"d̪ee̯ nɐ͡ɪ̯ <>

e ko͡ɪ̯ moɾ bʱok nɐgcʰe?"
147,e͡ɪ̯।
148,d̪ehɐ t̪o।
149,mok ɟe ko͡ɪ̯cʰom moɾ bʱok nɐgcʰe mok <>
150,mɐŋ kotɐ mɐŋ।
151,hɐ hɐ hɐ।
152,mɐŋ।
153,e <> bɐccɐ।
154,"<>
elɐ t̪o o͡ɪ̯ ɟe eʲɐɾ bole <>"
155,odɐ ɪʲɐɾ bɐɽɪt̪o t̪ʰu͡ɪ̯cʰe t̪o।
156,"nɐ, moɾ bɐ͡ɪ̯t̪o <>

ɟɐmɐ͡ɪ̯ɾ bɐɽɪt̪o t̪ʰu͡ɪ̯cʰe, ɾɐkʰcʰe।"
157,ɾɔŋpuɾet̪ ɟe͡ɪ̯te bɐʃɐ।
158,sɪle͡ɪ̯ koɾe nɐ͡ɪ̯ bole।
159,tep lɐge lɐge d̪ɪcʰe।
160,tep nɐge d̪ee̯।
161,o͡ɪ̯pɐʃe ɾɔʃ pɔɽe।
162,ɾɔʃ poɽɪ poɽɪʲe ɪʲɐ ho͡ɪ̯be।
163,pʰelɐe̯ d̪ɪbeɾ nɔe̯।
164,<> gɐ͡o̯ d̪ʱo͡o̯ nɐ͡ɪ̯?
165,e͡ɪ̯d̪en pʰun ho͡ɪ̯be।
166,o͡ɪ̯d̪en pʰun hɔbɐɾ nɔe̯?
167,o͡ɪ̯pɐʃe ɾɔd poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ poɽɪ po
168,mɔʲlɐ poɽɪ poɽɪ lɐ͡ɪ̯n koɾɪ d̪ɪbe।
169,"t̪ɐɾ pɔɾesene ʃukɪʲe   <>
mɐd̪ɾeʃɐt̪ bʱɐlo lɐge?"
170,ɐɾ t̪ʰɐkɪne bɐbɐ ɟɐ͡ɪ̯।
171,kɪ ɐnd̪ɪben betɪ?
172,"pɐkʃɐk koɾmo mɐcʰ pɐ mɐcʰ, begun, ɐlu, kɐlɐ͡ɪ̯ɾ bɔɾɐ bʱɐɟmo d̪u͡ɪ̯te।"
173,e͡ɪ̯te e͡ɪ̯te d̪ekʰɪ mɐd̪ɾeʃɐt̪ pɔɽɐ <>
174,e͡ɪ̯ nɪʲe ɟɐe̯ nɐ kɛmbɐ e͡ɪ̯?
175,ɐllɐe̯ ɟɐne।
176,kɪ ɟe ʃɔʲt̪ɐn dʱukcʰe!
177,po͡ɪ̯ɽbeɾ no͡ɪ̯ʃ ɐɾ mɐd̪ɾeʃɐ?
178,kɪ ko͡ɪ̯!
179,"ɟud̪ɪkel ko͡ɪ̯,

gɐʲeɾ upoɾ d̪ɪʲe ɟɐ͡ɪ̯be bole bo͡ɪ̯।"
180,ɟoɽe k ɛkʰonɐ।
181,buɟcʰɪʃ?
182,"ɐɾ o͡ɪ̯ ɟe kɔe̯ ɟe, ""mɪlɪ betɪ ʃon।"""
183,"o͡ɪ̯ ɟe ɐgeɾkɐɾ mɐ͡ɪ̯nʃe ko͡ɪ̯cʰe, ""gɐcʰ gunle hɔe̯ gotɐ।"
184,bɐp gunne hɔe̯ betɐ।
185,mɐ͡o̯ gunne hɔe̯ cʰɐ͡o̯।
186,"pʰute gunne hɔe̯ nɐ͡o̯।"""
187,e͡ɪ̯lle elɐ͡o̯ e͡ɪ̯lle mɪt̪t̪ʰe।
188,hɔe̯ e͡ɪ̯ɾɔkom?
189,hɔe̯ nɐ mɐne?
190,ɔboʃʃo͡ɪ̯।
191,hɔe̯?
192,"hɐmɐɾ mɐ ɟɛmon ɔbʱɪnɔe̯ ɟʱemon koɾɪ hɐmɾɐ mɐ͡o̯k gʱɔɾek d̪ekʰcʰɪ, od̪en koɾɪ hɐmɾɐ ɛknɐ kɪ"
193,o͡ɪ̯ ɟe ʃɐhɟɐneɾ bɐp ɟʱemon ʃɐhɟɐnek d̪ekʰcʰe ɛkʰonɐ kɪcʰu kɪcʰu
194,kɐm kɐɟeɾ d̪ʱɔɾon ʃɐɟɐneɾ kɪnt̪u ɐlce।
195,"ʃɐt̪ɪɾ mɐ͡o̯ ɟɛmon cɔle, ʃe͡ɪ̯d̪on kɪcu d̪ʱɔɾon-d̪ʱɔɾon ʃɐt̪ɪɾ ɐlce।"
196,ɐɾɔ͡o̯ kuɽɐ।
197,ɔt̪o noʷɐe̯।
198,"kɔt̪ɐ tʰɪke, ɐgekɐɾ mɐ͡ɪ̯nʃe ɟe ko͡ɪ̯ce, tʰɪke, kɔt̪ɐ kʰɐɾɐp noʷɐe̯।"
199,"o͡ɪ̯ ɟe, e͡ɪ̯ d̪ɪnot̪o, ʃɐhɪn ɐɾ pʰɪɾuɟ, hum।"
200,"pʰɪɾuɟ ɛknɐ ɛkkeɾe gotɐle uʲɛɾ bɐpeɾ mɔt̪on d̪ʱɔɾon-gɔɽon, kɔt̪ɐ-bɐt̪ɾɐ, cɔlɐ-pʰɪɾɐ, mɐ͡ɪ"
201,ɐɾ ʃɐhɪntɐ ho͡ɪ̯ce d̪unɪʲɐɾ muk mond̪ɐ।
202,<> ʃɐhɪntɐ ho͡ɪ̯ce uʲɛɾ mɐɾ mɔt̪on।
203,ɐɾ pʰɪɾuɟ ho͡ɪ̯ce uʲɛɾ bɐpeɾ mɔt̪on।
204,e͡ɪ̯llɐ kɐɾ gʱɐʃ et̪ugulɐ?
205,omɐɾe gʱɐʃ t̪ulɪ nɪʲɐ ɐ͡ɪ̯no।
206,"<> bole ɛktɐ, ɟe kono ɛktɐ ɪŋgɪt̪o <> ge͡ɪ̯cʰe।"
207,"ɟe ede ɟe pot̪t̪ʰom ɾɔmoɟɐn, kɛmon <> d̪ekcʰen?"
208,pot̪t̪ʰom ɾɔmoɟɐn।
209,"e͡ɪ̯ ɟe, noʷɐe̯, necʰot̪o, necʰot̪o ho͡ɪ̯lo, pot̪t̪ʰom ho͡ɪ̯cʰe bɐ, bɐ, pɔɾeɾd̪ɪn ho͡ɪ̯cʰe bɐt"
210,e͡ɪ̯ pot̪ʰom ɾɔmoɟɐn ʃukɾobɐɾ।
211,"pʰotɐ, e͡ɪ̯ pʰotɐtɐ necʰot̪।"
212,mɐɟeɾ ɾɔmoɟɐn ɐce nɐ?
213,e͡ɪ̯dɐ͡o̯ ho͡ɪ̯lo ʃukɾobɐɾ।
214,"e͡ɪ̯dɐ nobɪ sɐllellɐssɐlɐm bole koʲlɐ͡o̯ ge͡ɪ̯cʰe ɟe, pot̪t̪ʰom ɾɔmoɟɐn ʃukɾobɐɾ hɔbe, mɐɟeɾ "
215,ʃolo t̪ɐɾɪk ɐce nɐ?
216,ʃolo t̪ɐɾɪko ho͡ɪ̯lo ʃukɾobɐɾ।
217,"bɐ, bɐt̪ t̪o fotɐ ɐce।"
218,"ho, o͡ɪ̯  pʰotɐ ɐce t̪o।"
219,e͡ɪ̯ ɟe ede d̪uɾbʱɪkkʰo d̪ɛkʰɐ d̪ɪbe d̪eʃe।
220,ʃetɐ <> hɔɟoɾɔt̪o muhommɔd̪ sɐllellɐssɐlɐme bole kɔʲɐ ge͡ɪ̯ce।
221,t̪ɐɾ ɐgot̪
222,elɐ kɛmon ɐcɪʃ?
223,kɛmon ɐcɪʃ?
224,"ɐlhɐmd̪ulɪllɐ, bʱɐlo।"
225,"t̪oɾ ʃɐt̪e enɐ gɔlpo-guɟɔb koɾɪm, mobɐ͡ɪ̯lot̪o ɾekɔɾd koɾɪm, ʃɔmoʃʃɐ ho͡ɪ̯be?"
226,enɐ koɾɪm ɐɾ kɪ।
227,"gɔlpo-guɟɔb kɔɾmo, ɐlɐp-ɐloconɐ kɔɾmo ɐɾ kɪ।"
228,ʃɔmoʃʃɐ ho͡ɪ̯be?
229,ʃɔmoʃʃɐ kɪ?
230,<> t̪o ʃɔmoʃʃɐ।
231,"t̪o edɐ nɐm, t̪oɾ nɐm kɪ?"
232,d̪eloʷɾ mɔndol।
233,"o, t̪oɾ bɔʲoʃ kɔt̪o co͡ɪ̯lbɐɾ nɐgoce elɐ?"
234,ɛkʃo ɛgɐɾo।
235,ɛkʃo ɛgɐɾo bɔcʰoɾ cɔle?
236,"elɐ ɪʲɐ ɾoɟɐ ɐcʰɪʃ t̪o, nekɪ?"
237,"ho, oɟɐ।"
238,bʱɐt̪ kɪ d̪ɪ kʰɐcʰɪʃ?
239,"bʱɐt̪, mɐcʰ।"
240,ɔh!
241,t̪ɐ kʰɐ͡o̯ʷɐ d̪ɐ͡o̯ʷɐ bʱɐloe̯ ho͡ɪ̯t̪ecʰe?
242,kɪ mɐcʰ d̪ɪʲe kʰɐlu?
243,kɪ mɐcʰ?
244,ɪlɪʃ mɐcʰ।
245,ɪlɪʃ mɐcʰ d̪ɪʲe kʰɐcʰɪʃ?
246,kode pɐlu ɪlɪʃ mɐcʰ?
247,kɐe̯ ɐncʰe?
248,"<>

ɔ͡ɔ̯!"
249,"t̪e ɪʲɐ moʷɐɟɟɐnɪ colcʰe t̪o bʱɐloe̯, nɐkɪ?"
250,kono ɟʱut ɟʱɐmelɐ nɐ͡ɪ̯?
251,zʱut zʱɐmelɐ nɐ͡ɪ̯।
252,"o, t̪ɐ͡ɪ̯le kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ mɐnuʃe kɔɾɐe̯ bʱɐlobʱɐbe?"
253,kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ kɔɾɐe̯ t̪o।
254,kɐ͡ɪ̯l kɐɾ bɐɽɪt̪o kʰɐ͡ɪ̯cen?
255,kɐ͡ɪ̯l?
256,pʰulu cɐcɐɾ bɐɽɪt̪o।
257,"o, t̪ɐɾ ɐgeɾ d̪ɪn?"
258,hɐnɪpeɾ bɐɽɪt̪o।
259,"hum, t̪ɐɾpɔɾe ɟolɪleɾ hoɾe bɐɽɪt̪o kʰɐ͡ɪ̯cen?"
260,ɟolɪleɾ bɐɽɪt̪o kʰɐcu।
261,kɐɾ bɐɽɪt̪o kɛmon kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ ko͡ɪ̯ɾlen?
262,bʱɐloe̯ kʰɪlɐ͡ɪ̯ce।
263,kɐɾ bɐɽɪt̪o kɛmon?
264,ʃɔbɐɾe bɐɽɪt̪e bʱɐloe̯ kʰɪlɐ͡ɪ̯ce।
265,"t̪ɐɾmɔd̪d̪e kɐɾ, kɐɾ bɐɽɪt̪o kʰɐ͡o̯ʷɐ bʱɐlo ho͡ɪ̯ce?"
