id,string
43,"ʃe͡ɪ̯tɐ t̪o pɐe̯ nɐ, kɪnt̪u ɔneke͡ɪ̯ ko͡ɪ̯ce ɐɾ kɪ, ɟe ʃukɾbɐɾ, pot̪hom ɾɔmɟɐn ʃukɾbɐɾ, mɐɟeɾ ɾɔmɟɐn ʃukɾbɐɾ"
44,"ɛktɐ cɪnt̪hɐ d̪ɛkhɐ gelo ɐkɐʃɔt̪o e͡ɪ̯tɐ ho͡ɪ̯lo d̪uɾbɦɔkkheɾ ɛktɐ lɔɟon, etɐ hɔjɾt̪o mohɐmd̪ ʃɐllɐllɐhu ɐlɐ͡ɪ̯hɪ ʃɐlɐm nɪɟe bole kɔjɐ ge͡ɪ̯ʃe।"
45,"ʃoɟɐɾbɐɾ, ʃoɟɐɾbɐɾ t̪o pɔɾbe bɐɟɔt̪o zɪbone ɾɔmɟɐn ʃoɟkɾobɐɾe pɔɾe nɐ͡ɪ̯।"
46,<> po͡ɪ̯ɽcche t̪o ʃol t̪ɐɾɪkh।
47,pɔɽche t̪o।
48,<> pɔneɾo t̪ɐɾɪkh pɔɾbe nɐ ʃukɾobɐɾ।
49,ʃolo t̪ɐɾɪk ʃolo।
50,ʃolo t̪ɐɾɪk koɾben?
51,"ho,et̪ɪ pot̪om ɾɔmɟɐn ʃukɾobɐɾ ho͡ɪ̯lo nɐ?"
52,t̪ɐ͡ɪ̯le mɐɟeɾ ɾɔmɟɐnɔ͡o̯ ʃukɾobɐɾ ɐ͡ɪ̯ʃe।
53,"mɐɟeɾ, put̪ɪd̪ɪn t̪o koɾt̪e ɐcɪ, ʃukɾobɐɾ t̪o, <> ɐɾe mɐɟeɾ ɾɔmɟɐneɾ kɔt̪ɐ ko͡ɪ̯ce।"
54,mɐɟeɾ ɾɔmɟɐn monoɾo pɐɾ ho͡ɪ̯le?
55,"ho,h।"
56,"ʃolo ɾoɟɐ, ʃe͡ɪ̯tɐ ʃukɾobɐɾ poɽbe?"
57,"e͡ɪ̯ t̪o ɐgeɾ belɐ͡o̯, e͡ɪ̯ mok dɐkpɐɾ nɐgoce, mu͡ɪ̯ kɔ͡o̯, oɾe ɐllɐ!etɐ ʃɔbɐ͡ɪ̯ d̪ɛkce, ʃɔbɐ͡ɪ̯ mɐne d̪ɛkpe etɐ͡o̯ ko͡ɪ̯ce।"
58,ʃɔbɐɾ coke poɽbe।
59,"<> e͡ɪ̯gɔlɐ ʃono, moʃɔɾmɐnok e͡ɪ̯gɔlɐ kɪcu kowɐ ɟɐbɐnnɐe̯, zɐɾ kɐɾon,"
60,"o͡ɪ̯ ɟe, ɛkbɐɾ ho͡ɪ̯lo cɐ̃d̪eɾ mɔd̪d̪e kɪ?"
61,oɾe ɐllɐ!
62,o͡ɪ̯ ɟe ʃɐ͡ɪ̯d̪ɪ boʃɪ ɐce।
63,e͡ɪ̯gɔlɐ kowɐ ɟɐe̯ nɐ।
64,"t̪ɐ͡ɪ̯ ɟe ɛkbɐɾe nɐfɔɾmɐnɪ, ɟɐmɾɐ e͡ɪ̯tɐ bɪʃʃɐʃ ko͡ɪ̯ɾbe।"
65,e͡ɪ̯tɐ bɔlɐ ɟɐbe nɐ।
66,"ɐɾe otɐ ɛktɐ, bɦujɐ ɛktɐ ɪjɐ͡o̯ ɾɔtɐ͡ɪ̯chɪlo।"
67,o͡ɪ̯ɟe ʃɐ͡ɪ̯d̪ɪ pɐgoɾɪ d̪ɪjɐ boʃɪ ɐce।
68,o͡ɪ̯ ɟe ɐt̪owɐɾ ɐchɪlo nɐ?
69,moɾ ʃɐt̪e e͡ɪ̯ ɟe kɐɟɪjɐ e͡ɪ̯khɐn nɪjɐ।
70,kɔe̯ kɪ?
71,"kɔe̯ bole, ɐʃole o͡ɪ̯tɐ ʃɐ͡ɪ̯d̪ɪ।"
72,bole t̪u͡ɪ̯ moʃɔlmɐne nowɐ͡ɪ̯ʃ।
73,"<> ɐllɐɾ kɐce ɐɾɐd̪onɐ koɾɪ ɐɾ, mɔjnɐ kote gelo?"
74,ɐllɐ ɟe kɪ koɾbe!
75,ɐce ude।
76,"kɛmon, ɐllɐe̯ ɟod̪ɪ ɪmɐn ɐmɐne ɟod̪ɪ mɐnuʃ koɾɐe̯, ʃe͡ɪ̯tɐ ɐllɐɾ kɐce bɪʃɐl।"
77,ʃe <> bɪjɐ koɾce?
78,"ho, ɐɟhɐɾ bɪjɐ koɾce, phɪɾ chɐ͡o̯wɐ ho͡ɪ̯ce ujɐɾ।"
79,"ɐɟhɐɾ bɪjɐ koɾce phɪɾ moɾe ho͡ɪ̯lo ɪjɐk d̪ɦɔn, moɾ o͡ɪ̯ ɟɛtɐt̪o bo͡ɪ̯neɾ bɪjɐ hɔe̯ nɐ͡ɪ̯?"
80,"t̪ɐɾe nonod̪ok bɪjɐ koɾce, d̪ɛkco mu͡ɪ̯।"
81,"o͡ɪ̯ ɟe, omɐɾ bɐɽɪt̪o ɟe ɐchɪlo।"
82,ɐɾe omɐɾ bɐɽɪt̪o nojɐe̯।
83,ɐɾe kon ɐt̪owɐɾeɾ kɔt̪ɐ kon?
84,ete ɟe phɐɾɐmot̪ ɐchɪlo।
85,"ho, ʃe͡ɪ̯ ɐt̪owɐɾeɾ kɔt̪ɐ kon <> nɐ,nɐ o͡ɪ̯ ɪcɐkɐt̪puɾeɾ ɐt̪owɐɾ।"
86,"o, ʃe͡ɪ̯ ɐt̪owɐɾ bɪjɐ koɾe nɐ͡ɪ̯।"
87,"bɪjɐ koɾce, dɪvɔʃ ho͡ɪ̯ce, ɐbɐɾ"
88,"e͡ɪ̯ŋkɐe̯ ɪcɐkɐt̪puɾeɾ ɐt̪owɐɾ, ɪcɐkɐtpuɾ ɐt̪owɐɾ।"
89,"elɐ o͡ɪ̯ ɟe, ujɐɾ cɐcot̪o bɦɐ͡ɪ̯, ɟɛtɐt̪o bɦɐ͡ɪ̯।"
90,o͡ɪ̯ ɐt̪owɐɾeɾ ʃɐt̪e ujɐɾ mɪle nɐ͡ɪ̯।
91,"nɐ go, ɟɐ͡ɪ̯।"
92,ɐ͡ɪ̯ɟkɐ kɪ khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ kɪ koɾce?
93,"ɐ͡ɪ̯ɟkɐ ho͡ɪ̯lo dɐ͡ɪ̯l, dɪm, dɐ͡ɪ̯l, ɐbɐɾ phɪɾ bɦɔt̪t̪ɐ-t̪t̪t̪ɐ, mɐc ɐce।"
94,kɪnt̪u ʃo͡ɪ̯d̪d̪ɐe̯ t̪o o͡ɪ̯ dɪm-dɐ͡ɪ̯l ɐɾ
95,"e͡o̯ t̪o, cɐcɪ ɾoɟɐ t̪hɐke nɐ?"
96,"nɐ, ʃo͡ɪ̯d̪d̪oɟɐt̪, ɐɾ ɾɐ͡ɪ̯t̪o, ʃɪheɾɪɾ ʃɔmɐe̯, ʃɪheɾɪɾ ʃɔmɐe̯, cɐcɪ ɾoɟɐ t̪hɐke nɐ?"
97,"hum, t̪hɐke।"
98,ɾoɟɐ t̪hɐ͡ɪ̯kkɐnnɐe̯?
99,"ʃɪheɾɪɾ ʃɔmɐe̯ ɛkbɐɾ e͡o̯ koɾɪm, bɐ͡ɪ̯gon o͡ɪ̯gole bɦɐɟɪm, dɪm bɦɐɟɪm।"
100,"o͡ɪ̯ ɟe, ge͡ɪ̯ce ɾo͡ɪ̯।"
101,"kɐ͡ɪ̯lkɐ mɐc ɐnd̪ɪm, lɐ͡u̯ d̪ɪjɐ।"
102,lɐ͡u̯konɐ kɐ͡ɪ̯tpɐɾ nɐ͡ɪ̯gbe।
103,"o͡ɪ̯, phɪɾd̪uʃɪɾ mɐ͡o̯ lɐ͡u̯ d̪ɪjɐ ɐcce, o͡ɪ̯kkhɐn ɐnd̪ɪbɐɾ kɔ't̪o।"
104,kɛ ɾe͡ɪ̯?
105,"phɪɾd̪uʃɪɾ mɐ͡o̯ kɐ͡ɪ̯lkɐe̯ nɪjɐ ɟɐbe, nɐ ɐ͡ɪ̯ɟkɐe̯ nɪjɐ ɟɐ͡ɪ̯be?"
106,mɐc nɐ͡ɪ̯?
107,lɐ͡u̯ khɐbɐnnɐe̯।
108,mɐc nɪjɐ ɐ͡ɪ̯ʃo hɐp keɟɪ ɟɐjɐ।
109,"kɐ͡ɪ̯lkɐ mok nɪjɐ ɟɐbɐɾ ko͡ɪ̯lo, mu͡ɪ̯ kunuŋ, mɐc t̪hu͡ɪ̯coŋ, mu͡ɪ̯ kɔŋ mɐ͡ɪ̯nʃok d̪e͡o̯ <> hɐmɐk d̪ɪlo nɐ kɛ?"
110,lɐ͡u̯?
111,lɐ͡u̯ khɐn?
112,lɐ͡u̯ nɐ͡ɪ̯ t̪o।
113,<> ɔ͡ɪ̯knɐe̯ mu͡ɪ̯ nɪjɐ genu hɔe̯।
114,lɐ͡u̯ khɐn t̪oɾɐ?
115,mɐc t̪hu͡ɪ̯coŋ।
116,khɐe̯ nɐ?
117,"ɐmɐke bolt̪e, lɐ͡u̯ ɐnɐ lɐgbe।"
118,"lɐ͡u̯, ʃɐd̪eɾ lɐ͡u̯।"
119,o͡ɪ̯ mɪnuɾ mɐ͡o̯’ɾoɾ lɐ͡u̯ ɐce।
120,o͡ɪ̯ ɐnd̪ɪle mu͡ɪ̯ omɐɾ t̪hɐkɪ nɪjɐ ɟɐ͡ɪ̯m।
121,omɐɾ lɐ͡u̯ ʃeɟe nɐ।
122,ebɐɾ lɐ͡u̯ phɪɾ d̪ɛkho t̪o kɔjtɐ bɐɟe?
123,<> bɪcɪɾ mɐɾ lɐ͡u̯ phɪɾ gulgule hɔjɐ ɟɐe̯।
124,ʃɐɽe cɐ͡ɪ̯ɾte bɐɟe।
125,"<> ɛkeke <> ho͡ɪ̯le͡o̯ gulgule, ɛkek pɔcɐ ho͡ɪ̯le͡o̯ ɐɾo gulgule।"
126,e͡ɪ̯lle ɟɐt̪ nɐ͡u̯ nojɐe̯?
127,"mu͡ɪ̯ o͡ɪ̯ mɐch, o͡ɪ̯ lɐ͡u̯jeɾ ɟonne mɐch bɐ͡ɪ̯ɾ koɾom nɐ ɟe kɐ͡ɪ̯lke mu͡ɪ̯ lɐ͡u̯ mɐch bɐ͡ɪ̯ɾ koɾɪ lɐ͡u̯ d̪ɪje।"
128,kode t̪hɐkɪ lɐ͡u̯ nɪben?
129,kɐɾ lɐ͡u̯?
130,moɾ bɦɐ͡ɪ̯te e͡ɪ̯ kɔjd̪ɪn ɐchɪlo।
131,mɐch kenɐ nɐge nɐ͡ɪ̯।
132,kɛ kode t̪hekɪ <> ɐɟ kɔt̪od̪ɪn t̪hekɪ kɪnbe?
133,oɾe ɐllɐh!
134,o͡ɪ̯ ɟe ceɾmenok bɪɟɪ ɾɐkhche।
135,ɛkbɐɾe ɛk mɔn koɾɪ ɐnchɪlo।
136,ɐd̪ɦ mɔn koɾɪ ɐnchɪlo।
137,ɟe ɛkhonɐ ho͡ɪ̯lo chɔjtɐ bɐɾo t̪eɾokhen lɐ͡u̯je d̪ɦoɾche ɐgeɾ chɔjtɐ।
138,"ɐɾo pɐʃtɐ <> e͡ɪ̯ ɟe ʃɐg ɟe bɐchɪlo, ʃɐg d̪eho pɐt̪ɐ kɔt̪onɐ, dɐtɐgule d̪eho kɔt̪ogule?"
139,<> obɐɾ bɐɾo t̪eɾdɐ d̪ɦoɾchɪlo।
140,<> e͡ɪ̯ gɐche d̪ɦoɾche chɔjtɐ।
141,hɐmɾɐ ɛkd̪ɪn ɛktɐ khɐchɪ।
142,e͡e̯e!
143,et̪ɪ ɾe <> phɪɾ eɾ phɪɾ mɪchɐ kɔt̪ɐ ʃunɪje hɔe̯ e͡o̯ hɔe̯ kɔjd̪ɪn d̪eche।
144,<> kɐe̯?
145,<> khɐbɐɾ ko͡ɪ̯chom।
146,d̪ee̯ nɐ͡ɪ̯ <> e ko͡ɪ̯ moɾ bɦok nɐgche?
147,e͡ɪ̯।
148,d̪ehɐ t̪o।
149,mok ɟe ko͡ɪ̯chom moɾ bɦok nɐgche mok <>
150,mɐŋ kotɐ mɐŋ।
151,hɐ hɐ hɐ।
152,mɐŋ।
153,e <> bɐccɐ।
154,<> elɐ t̪o o͡ɪ̯ ɟe ejɐɾ bole <>
155,odɐ ɪjɐɾ bɐɽɪt̪o t̪hu͡ɪ̯che t̪o।
156,"nɐ, moɾ bɐ͡ɪ̯t̪o <> ɟɐmɐ͡ɪ̯ɾ bɐɽɪt̪o t̪hu͡ɪ̯che, ɾɐkhche।"
157,ɾɔŋpuɾet̪ ɟe͡ɪ̯te bɐʃɐ।
158,sɪle͡ɪ̯ koɾe nɐ͡ɪ̯ bole।
159,tep lɐge lɐge d̪ɪche।
160,tep nɐge d̪ee̯।
161,o͡ɪ̯pɐʃe ɾɔʃ pɔɽe।
162,ɾɔʃ pɔɽɪ pɔɽɪje ɪjɐ ho͡ɪ̯be।
163,phelɐe̯ d̪ɪbeɾ nɔe̯।
164,<> gɐ͡o̯ d̪ɦo͡o̯ nɐ͡ɪ̯?
165,e͡ɪ̯d̪en phun ho͡ɪ̯be।
166,o͡ɪ̯d̪en phun hɔbɐɾ nɔe̯?
167,o͡ɪ̯pɐʃe ɾɔd poɽɪ poɽɪ poɽɪ poɽɪ bɦɐlo nɐge nɐ?
168,mɔjlɐ poɽɪ poɽɪ lɐ͡ɪ̯n koɾɪ d̪ɪbe।
169,t̪ɐɾ pɔɾesene ʃukɪje <> mɐd̪ɾesɐt̪ bɦɐlo lɐge?
170,ɐɾ t̪hɐkɪne bɐbɐ ɟɐ͡ɪ̯।
171,kɪ ɐnd̪ɪben betɪ?
172,"pɐkʃɐk koɾmo mɐch pɐ mɐch, ben, ɐlu, kɐlɐ͡ɪ̯ɾ bɔɾɐ bɦɐɟmo d̪u͡ɪ̯te।"
173,e͡ɪ̯te e͡ɪ̯te d̪ekhɪ mɐd̪ɾesɐt̪ pɔɽɐ <>
174,e͡ɪ̯ nɪje ɟɐe̯ nɐ kɛmbɐ e͡ɪ̯?
175,ɐllɐe̯ ɟɐne।
176,kɪ ɟe ʃɔjt̪ɐn dɦukche!
177,po͡ɪ̯ɽbeɾ no͡ɪ̯ʃ ɐɾ mɐd̪ɾesɐ?
178,kɪ ko͡ɪ̯!
179,"ɟud̪ɪkel ko͡ɪ̯, gɐjeɾ upoɾ d̪ɪje ɟɐ͡ɪ̯be bole bo͡ɪ̯।"
180,ɟoɽe k ɛkhonɐ।
181,buɟchɪʃ?
182,"ɐɾ o͡ɪ̯ ɟe kɔe̯ ɟe, ""mɪlɪ betɪ ʃono।"""
183,"o͡ɪ̯ ɟe ɐgeɾkɐɾ mɐ͡ɪ̯nʃe ko͡ɪ̯che, ""gɐch gunle hɔe̯ gotɐ।"
184,bɐp gunne hɔe̯ betɐ।
185,mɐ͡o̯ gunne hɔe̯ chɐ͡o̯।
186,phute gunne hɔe̯ nɐ͡o̯।
187,e͡ɪ̯lle elɐ͡o̯ e͡ɪ̯lle mɪt̪t̪e।
188,hɔe̯ e͡ɪ̯ɾɔkom?
189,hɔe̯ nɐ mɐne?
190,ɔboʃʃo͡ɪ̯।
191,hɔe̯?
192,"hɐmɐɾ mɐ ɟɛmon ɔbɪnɔe̯ ɟɦɛmon koɾɪ hɐmɾɐ mɐ͡o̯k gɦɔɾek d̪ekhchɪ, od̪en koɾɪ hɐmɾɐ ɛknɐ kɪchu ʃɪkchɪ।"
193,o͡ɪ̯ ɟe ʃɐzɐneɾ bɐp ɟɦemon ʃɐzɐnek d̪ekhche ekhonɐ kɪchu kɪchu
194,kɐm kɐɟeɾ d̪ɦɔɾon ʃɐɟɐneɾ kɪnt̪u ɐlce।
195,"ʃɐt̪ɪɾ mɐ͡o̯ ɟɛmon cɔle, ʃe͡ɪ̯d̪on kɪcu d̪ɦɔɾon-d̪ɦɔɾon ʃɐt̪ɪɾ ɐlce।"
196,ɐɾɔ͡o̯ kuɽɐ।
197,ɔt̪o nojɐe̯।
198,"kɔt̪ɐ thɪke, ɐgekɐɾ mɐ͡ɪ̯nʃe ɟe ko͡ɪ̯ce, thɪke, kɔt̪ɐ khɐɾɐp nojɐe̯।"
199,"o͡ɪ̯ ɟe, e͡ɪ̯ d̪ɪnot̪, ʃɐhɪn ɐɾ phɪɾuɟ, hum।"
200,"phɪɾuɟ ɛknɐ ɛkkeɾe gotɐle ujɐɾ bɐpeɾ mɔt̪on d̪ɦɔɾon-gɔɾon, kɔt̪ɐ-bɐt̪ɾɐ, cɔlɐ-phɪɾɐ, mɐ͡ɪ̯nʃeɾ ʃɐt̪e ɛ͡o̯ kɔɾɐ, o͡ɪ̯tɐ ɐce।"
201,ɐɾ ʃɐhɪntɐ ho͡ɪ̯ce d̪unɪjɐɾ muk mond̪ɐ।
202,<> ʃɐhɪntɐ ho͡ɪ̯ce ujɐɾ mɐɾ mɔt̪on।
203,ɐɾ phɪɾuɟ ho͡ɪ̯ce ujɐɾ bɐpeɾ mɔton।
204,e͡ɪ̯llɐ kɐɾ gɦɐʃ ettugulɐ?
205,omɐɾe gɦɐʃ t̪ulɪ nɪjɐ ɐ͡ɪ̯no।
206,"<> bole ɛktɐ, ɟe kono ɛktɐ ɪŋgɪt̪o <> ge͡ɪ̯che।"
207,"ɟe ede ɟe pot̪t̪hom ɾɔmɟɐn, kɛmon <> d̪ekchen?"
208,pot̪t̪hom ɾɔmoɟɐn।
209,"e͡ɪ̯ ɟe, nojɐe̯, nechot̪, nechot̪ ho͡ɪ̯lo, pot̪t̪hom ho͡ɪ̯che bɐ, bɐ, pɔɾeɾd̪ɪn ho͡ɪ̯che bɐt̪ ɛktɐ phontɐ nechot̪।"
210,e͡ɪ̯ pot̪hom ɾɔmoɟɐn ʃukɾbɐɾ।
211,"phontɐ, e͡ɪ̯ phontɐ nechot̪।"
212,mɐɟeɾ ɾɔmoɟɐn ɐce nɐ?
213,e͡ɪ̯dɐ͡o̯ ho͡ɪ̯lo ʃukɾobɐɾ।
214,"e͡ɪ̯dɐ nobɪ sɐllellɐssɐlɐm bole kɔ͡o̯jd̪ɦɐ͡o̯ ge͡ɪ̯che ɟe, pot̪t̪hom ɾɔmɟɐn ʃukɾbɐɾ hɔbe, mɐɟeɾ ɾɔmɟɐntɐ͡o̯ ʃukɾbɐɾ ho͡ɪ̯be।"
215,ʃolo t̪ɐɾɪk ɐce nɐ?
216,ʃolo t̪ɐɾɪkɔ͡o̯ ho͡ɪ̯lo ʃukɾobɐɾ।
217,"bɐ, bɐt̪ t̪o phontɐ ɐce।"
218,"ho, o͡ɪ̯ phontɐ ɐce t̪o।"
219,e͡ɪ̯ ɟe ede d̪uɾbɦɪkkhɐ d̪ɛkhɐ d̪ɪbe d̪eʃe।
220,ʃetɐ <> hɔjɐt̪o muhomɔd̪ sɐllellɐssɐlɐme bole kɔjɐ ge͡ɪ̯ce।
221,t̪ɐɾ ɐbost̪o
222,elɐ kɛmon ɐcɪʃ?
223,kɛmon ɐcɪʃ?
224,"ɐlhɐmd̪ulɪllɐ, bɦɐlo।"
225,"t̪oɾ ʃɐt̪e enɐ gɔlpo-guɟbo koɾɪm, mobɐ͡ɪ̯lot̪ ɾekɔɾd koɾɪm, ʃɔmoʃʃɐ ho͡ɪ̯be?"
226,enɐ koɾɪm ɐɾ kɪ।
227,"gɔlpo-guɟɔb koɾmo, ɐlɐp-ɐlcochonɐ koɾmo ɐɾ kɪ।"
228,ʃɔmoʃʃɐ ho͡ɪ̯be?
229,ʃɔmoʃʃɐ kɪ?
230,<> t̪o ʃɔmoʃʃɐ।
231,"t̪o edɐ nɐm, t̪oɾ nɐm kɪ?"
232,d̪elojoɾ mɔndole।
233,"o, t̪oɾ bɔjoʃ kɔt̪o co͡ɪ̯lbɐɾ nɐgoce elɐ?"
234,ɛkʃo ɛgɐɾo।
235,ɛkʃo ɛgɐɾo bɔchoɾ cɔle?
236,"elɐ ɪjɐ ɾoɟɐ ɐchɪʃ t̪o, nekɪ?"
237,"ho, oɟɐ।"
238,bɦɐt̪ kɪ d̪ɪ khɐchɪʃ?
239,"bɦɐt̪, mɐch।"
240,ɔh!
241,t̪ɐ khɐ͡o̯wɐ d̪ɐ͡o̯wɐ bɦɐloe̯ ho͡ɪ̯t̪eche?
242,kɪ mɐch d̪ɪje khɐlu?
243,kɪ mɐch?
244,ɪlɪʃ mɐch।
245,ɪlɪʃ mɐch d̪ɪje khɐchɪʃ?
246,kode pɐlu ɪlɪʃ mɐch?
247,kɐe̯ ɐnche?
248,<> ɔ͡o̯!
249,"t̪e ɪjɐ mejɐɟɟɐnɪ cɔlche t̪o bɦɐloe̯, nɐkɪ?"
250,kono ɟɦut ɟɦɐmelɐ nɐ͡ɪ̯?
251,ɟɦut ɟɦɐmelɐ nɐ͡ɪ̯।
252,"o, t̪ɐ͡ɪ̯le khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ mɐnuʃe koɾɐe̯ bɦɐlobɦɐbe?"
253,khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ koɾɐe̯ t̪o।
254,kɐ͡ɪ̯l kɐɾ bɐɽɪt̪o khɐ͡ɪ̯cen?
255,kɐ͡ɪ̯l?
256,phulu cɐcɐɾ bɐɽɪt̪o।
257,"o, t̪ɐɾ ɐgeɾ d̪ɪn?"
258,hɐnɪpeɾ bɐɽɪt̪o।
259,"hum, t̪ɐɾpɔɾe ɟolɪleɾ hoɾe bɐɽɪt̪o khɐ͡ɪ̯cen?"
260,ɟolɪleɾ bɐɽɪt̪o khɐcu।
261,kɐɾ bɐɽɪt̪o kɛmon khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ ko͡ɪ̯ɾlen?
262,bɦɐloe̯ khɪlɐ͡ɪ̯ce।
263,kɐɾ bɐɽɪt̪o kɛmon?
264,ʃɔbɐɾe bɐɽɪt̪e bɦɐloe̯ khɪlɐ͡ɪ̯ce।
265,"t̪ɐɾmod̪d̪e kɐɾ, kɐɾ bɐɽɪt̪o khɐ͡o̯wɐ bɦɐlo ho͡ɪ̯ce?"
266,"kon ɾɐnnɐtɐ kɛmon koɾɪce, kɪ ʃɔmɐcɐɾ, kɔ͡o̯ d̪ekhɔŋ।"
267,kon ɾɐnnɐtɐ kɛmon ho͡ɪ̯ce?
268,ɟolɪleɾ bɐɽɪt̪o kɪ kɪ khɪlɐ͡ɪ̯ce?
269,"mɐc, goʃ।"
270,"dɐ͡ɪ̯l, bɦɐt̪।"
271,"t̪ɐ͡ɪ̯le ɪjɐ, khɐ͡o̯wɐ ʃɔbcɐ͡ɪ̯t̪e kɐɾ bɐɽɪt̪o bɦɐlo ho͡ɪ̯ce?"
